channel_id,user_id,user_name,content
783867661674217502,87810f2817fd95259b2068716387ad44,061290,Vents
783867661674217502,e6dcfe6fa41dcc6c3b1142acf9fb30df,bonk!,Poggers
783867661674217502,3c4aec3723f974a27df0ed3f4c4d5156,rebelsoul0833,Vent
783867661674217502,5e2644dc5959ce52a091e1e4647da90d,SHARKCOOLNESS,Venti
783867661674217502,10689c1e2141a73782635eee63aa6315,Mordred.,aaa
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Like what does she mean by I dont like u ok get over it ok!”\nDoes she like me?
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,i don't think so
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,:cry:
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Thx
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,very sad\nnp
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Ikr\nIt felt like it
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,oh\nhmm
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,:sneezing_face:\nIts ok
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,Is a girl from your school or
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Yeah my school\nIts a bit awkward at school sometimes :sweat_smile:\nWooo\nNoice\nAt least I can level up talking about my sad times\nWhat about u?\nU all good?
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,i'm fine\nnice
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,But like she doesnt know that I like her so its only awkward for me :smiling_face_with_tear:
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,oh\nsad\nyou should tell her
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,I almost told her today
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,and
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,lmao
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Ikr
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,it would be better if you tell her like face to face\nidk just saying
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Ik :disappointed:\nBut her parents are like super scared of COVID\nSo they dont let her out of the house\nBut like at least shes safe from it
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,I forgot about COVID
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Ikr its like the norm now
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,yeah
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,But she told me that shes not looking for any relationship rn so :smiling_face_with_tear: I kinda got my answer
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,oh\n;;\nhow old is she?
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,14 rn\nBirthday in 3 months
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,nice
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Yeah\nU think it would be weird if I got her something for her birthday?
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,no\nwhy it would be?\nyou guys are friends so
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Idk we arent super close
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,She must be pretty\nif you like her that much
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,To me she is
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,cute cute
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Cringe :grimacing:\nIts ok
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,Your 14 too?
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Nah 15
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,oh ok
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,U think this wouldve been cringe if I sent it?
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,ooh\naction time
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,I was thinking that too\nNice\nIm trying to turn her into a weeb but shes hasnt watched it yet\nWooo
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,maybe she doesn't like anime
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Maybe\n:smiling_face_with_tear:\nNgl she kinda looks like this\nJust less anime like
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,nice
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,And this is my new waifu
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,she has galsses?
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,Yeah\nBut she doesnt like to wear them
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,I see
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,U know who this is?\nThe anime girl
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,no\nwho is it
783867661674217502,ad7843cc340783809edd736190cd1775,JammyBoi,She from rent a girlfriend\nIts Chizuru
783867661674217502,b54b4b341bc3ddcded23fd3a4f79409c,Sunflower,cool
783867661674217502,29dccf0f6ae5a668be452f7c03daa603,Cizzy,Hello kids
783867661674217502,29dccf0f6ae5a668be452f7c03daa603,Cizzy,Probably have no earnings\nsad\nanyways\nI will teach u how to piece control\nfirst u add me as a mod\nThen I box u up like a flopper
783867661674217502,7a9e993471803e342ecf8e31684a203a,S Freddy,I am pissed
