channel_id,Date,user_id,user_name,content
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-15,18:46:44",tonyyyy___,tonyyyy___,"Hi, I made this channel for 294-196 specific, so that we don't spam messages in the announcements"
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:02:52",tonyyyy___,tonyyyy___,"should we email the course staff that our team had 4 submitted but also valli who's not enrolled so we don't get assigned with someone, especially that we prob working on the capstone"
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:06:16",tonyyyy___,tonyyyy___,I just commented there ^
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:18:40",tonyyyy___,tonyyyy___,<@518436070568886273> can you add <@730883988352139284> 's information in the form too?
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:35:46",beepo34,beepo34,<@730883988352139284> could i get your student id #?
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:35:57",beepo34,beepo34,holdon lemme msg her
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,14:38:48",beepo34,beepo34,ok i resubmitted
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-16,16:18:12",tonyyyy___,tonyyyy___,https://discord.com/invite/NWVpQ9rBvd fyi
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-18,10:42:22",tonyyyy___,tonyyyy___,"For those of you taking 294 but in csys, please be aware of this new update"
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-18,12:04:23",wayneshi,wayneshi,😢
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:08:48",beepo34,beepo34,anyone got the attendance link?
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:09:00",tonyyyy___,tonyyyy___,
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:09:07",beepo34,beepo34,tysm
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:09:46",beepo34,beepo34,was watching zoom but the video got cut
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:09:56",beepo34,beepo34,did u watch online too?
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:10:29",tonyyyy___,tonyyyy___,ye
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:10:30",tonyyyy___,tonyyyy___,youtube
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:10:43",beepo34,beepo34,yea
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:10:54",tonyyyy___,tonyyyy___,today's talk feels relevant to our project
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:10:59",beepo34,beepo34,i think the stream got cut and then i closed the tab but i forgot abt attendance
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:11:02",beepo34,beepo34,yaa
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:11:04",tonyyyy___,tonyyyy___,also I'm planning to go in-person next week
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:11:35",beepo34,beepo34,ill try to go in person too
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:12:28",beepo34,beepo34,gotta get there early tho or else it fills up rly quickly
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:14:16",balsaferret,balsaferret,does in person attendance have a separate form
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:14:52",balsaferret,balsaferret,cause u could j watch on zoom and go in at the end for the code
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:33:01",beepo34,beepo34,i think its the same form
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:33:14",tonyyyy___,tonyyyy___,there's a separate in-person form i believe
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:33:26",beepo34,beepo34,oops
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:33:42",beepo34,beepo34,does it matter which one u fill out tho
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:39:42",balsaferret,balsaferret,yea u need to do 4 in persons
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-23,17:50:09",beepo34,beepo34,o i see thanks
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,14:56:35",beepo34,beepo34,"hey our project proposal is due 9/30, want to have a meeting to work on that?"
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,14:57:32",beepo34,beepo34,virtual is fine too
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,14:57:43",beepo34,beepo34,actually im down to schedule a meeting with zheng today if you guys are available
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,14:58:13",wayneshi,wayneshi,Do you want to meet with him today or schedule a meeting with him today
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,14:59:03",tonyyyy___,tonyyyy___,"Everything sounds good to me, but I won’t be available tmrw"
5ae1c891-fa77-4f2e-ae95-5a317a3e5ba2,"2024-09-25,15:00:42",beepo34,beepo34,"since zheng should be available the same time as last wednesday, is 4:30-5:30 today at cory okay with you all?"
